doc,utterance,speaker,query,result,adj_text,adj_semtag,adj_semdesc
S59W,97,S0012,that 's ADJ - dd1,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
S59W,116,S0012,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
S59W,194,S0012,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
S59W,253,S0012,that 's ADJ - dd1,that 's great,great,A5:1,Evaluation:- Good/bad
S59W,603,S0013,that 's ADJ - dd1,that 's unusual,unusual,A6:2,Comparing:- Usual/unusual 
S59W,997,S0012,that 's ADJ - dd1,that 's okay,okay,Z4,Discourse Bin
S79Y,132,S0167,that 's ADJ - dd1,that 's cute,cute,O4:2,Judgement of appearance (pretty etc.)
S79Y,134,S0167,that 's ADJ - dd1,that 's cute,cute,O4:2,Judgement of appearance (pretty etc.)
S79Y,137,S0104,that 's ADJ - dd1,that 's nasty,nasty,O4:2,Judgement of appearance (pretty etc.)
S79Y,253,S0104,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
S8K9,43,S0144,that 's ADJ - dd1,that 's good,good,A5:1,Evaluation:- Good/bad
S8K9,59,S0144,that 's ADJ - dd1,That 's strange,strange,A6:2,Comparing:- Usual/unusual 
S8K9,171,S0144,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
S8K9,224,S0024,that 's ADJ - dd1,that 's doable,doable,A7,Definite (+ modals)
S8K9,283,S0144,that 's ADJ - dd1,That 's horrible,horrible,O4:2,Judgement of appearance (pretty etc.)
S8K9,307,S0144,that 's ADJ - dd1,that 's good,good,A5:1,Evaluation:- Good/bad
S8K9,338,S0024,that 's ADJ - dd1,that 's okay,okay,Z4,Discourse Bin
S8K9,421,S0144,that 's ADJ - dd1,that 's important,important,A11:1,Importance: Important
S8K9,455,S0144,that 's ADJ - dd1,that 's foolish,foolish,S1:2:6,Sensible
S8K9,522,S0024,that 's ADJ - dd1,that 's alright,alright,A5:1,Evaluation:- Good/bad
S8K9,523,S0144,that 's ADJ - dd1,that 's doable,doable,A7,Definite (+ modals)
S3QD,18,S0405,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
S3QD,106,S0405,that 's ADJ - dd1,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
S3QD,219,S0556,that 's ADJ - dd1,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
S3QD,439,S0555,that 's ADJ - dd1,that 's huge,huge,N3:2,Measurement: Size 
S3QD,525,S0556,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
S3QD,574,S0555,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
S3QD,628,S0402,that 's ADJ - dd1,that 's sleeping,sleeping,B1,Anatomy and physiology
S3QD,689,S0556,that 's ADJ - dd1,that 's good,good,A5:1,Evaluation:- Good/bad
S3QD,934,S0556,that 's ADJ - dd1,that 's bad,bad,A5:1,Evaluation:- Good/bad
S3QD,947,S0556,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
S3QD,947,S0556,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
S3QD,1019,S0556,that 's ADJ - dd1,that 's different,different,A6:1,Comparing:- Similar/different
S3QD,1022,S0405,that 's ADJ - dd1,that 's different,different,A6:1,Comparing:- Similar/different
S3QD,1422,S0405,that 's ADJ - dd1,that 's like,like,Z5,Grammatical bin
S3QD,1422,S0405,that 's ADJ - dd1,that 's like,like,Z5,Grammatical bin
S3QD,1490,S0402,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
S3QD,1644,S0402,that 's ADJ - dd1,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
S27D,143,S0144,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
S27D,212,S0024,that 's ADJ - dd1,that 's good,good,A5:1,Evaluation:- Good/bad
S27D,360,S0024,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
S27D,403,S0144,that 's ADJ - dd1,that 's dangerous,dangerous,A15,Safety/Danger
S27D,548,S0144,that 's ADJ - dd1,that 's French,French,Z2,Geographical names
S27D,558,S0144,that 's ADJ - dd1,that 's surprising,surprising,X2:6,Expect
S27D,611,S0024,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
SXWH,95,S0084,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
SXWH,125,S0084,that 's ADJ - dd1,that 's funny,funny,E4:1,Happy/sad: Happy
SXWH,348,S0084,that 's ADJ - dd1,that 's encouraging,encouraging,S8,Helping/hindering
SXWH,517,S0041,that 's ADJ - dd1,that 's fair,fair,G2:2,General ethics
SXWH,519,S0041,that 's ADJ - dd1,that 's fair,fair,G2:2,General ethics
SXWH,531,S0041,that 's ADJ - dd1,that 's available,available,A3,Being
SXWH,556,S0084,that 's ADJ - dd1,that 's awesome,awesome,O4:2,Judgement of appearance (pretty etc.)
SXWH,677,S0041,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
SXWH,686,S0041,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
SXWH,688,S0041,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
SXWH,698,S0041,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
SXWH,711,S0084,that 's ADJ - dd1,that 's hilarious,hilarious,E4:1,Happy/sad: Happy
SXWH,787,S0084,that 's ADJ - dd1,that 's good,good,A5:1,Evaluation:- Good/bad
S7SX,34,S0208,that 's ADJ - dd1,that 's okay,okay,Z4,Discourse Bin
S7SX,56,S0208,that 's ADJ - dd1,that 's good,good,A5:1,Evaluation:- Good/bad
S7SX,66,S0208,that 's ADJ - dd1,that 's brilliant,brilliant,A5:1,Evaluation:- Good/bad
S7SX,71,S0202,that 's ADJ - dd1,that 's daft,daft,S1:2:6,Sensible
SCP7,69,S0653,that 's ADJ - dd1,that 's good,good,A5:1,Evaluation:- Good/bad
SCP7,106,S0655,that 's ADJ - dd1,that 's rude,rude,S1:2:4,Politeness
SCP7,698,S0654,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
SCP7,953,S0653,that 's ADJ - dd1,that 's wrong,wrong,A5:3,Evaluation:- Accuracy
SHJJ,3,UNKMALE,that 's ADJ - dd1,that 's alright,alright,A5:1,Evaluation:- Good/bad
SHJJ,4,S0180,that 's ADJ - dd1,that 's great,great,A5:1,Evaluation:- Good/bad
SHJJ,62,S0180,that 's ADJ - dd1,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
SHJJ,416,S0180,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
SHJJ,494,S0180,that 's ADJ - dd1,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
SHJJ,522,S0180,that 's ADJ - dd1,that 's ridiculous,ridiculous,S1:2:6,Sensible
SHJJ,536,S0180,that 's ADJ - dd1,that 's ridiculous,ridiculous,S1:2:6,Sensible
SHJJ,548,S0180,that 's ADJ - dd1,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
S9ER,45,S0518,that 's ADJ - dd1,that 's terrible,terrible,A5:1,Evaluation:- Good/bad
S9ER,47,S0518,that 's ADJ - dd1,that 's awful,awful,O4:2,Judgement of appearance (pretty etc.)
S9ER,560,S0517,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
S9ER,600,S0517,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
S9ER,806,S0517,that 's ADJ - dd1,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
S9ER,872,S0517,that 's ADJ - dd1,that 's alright,alright,A5:1,Evaluation:- Good/bad
S9ER,1000,S0517,that 's ADJ - dd1,that 's mental,mental,X2,Mental actions and processes
S9ER,1211,S0518,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
S9ER,1220,S0517,that 's ADJ - dd1,that 's alright,alright,A5:1,Evaluation:- Good/bad
S9ER,1221,S0518,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
S9ER,1231,S0518,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
S9ER,1335,S0518,that 's ADJ - dd1,that 's awful,awful,O4:2,Judgement of appearance (pretty etc.)
S9ER,1340,S0517,that 's ADJ - dd1,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
S9ER,1362,S0518,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
S9ER,1451,S0517,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
SWFJ,14,S0025,that 's ADJ - dd1,that 's alright,alright,A5:1,Evaluation:- Good/bad
SWFJ,205,S0024,that 's ADJ - dd1,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SWFJ,335,S0025,that 's ADJ - dd1,that 's lovely,lovely,O4:2,Judgement of appearance (pretty etc.)
SWFJ,440,S0062,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
SWFJ,832,S0024,that 's ADJ - dd1,that 's lovely,lovely,O4:2,Judgement of appearance (pretty etc.)
S7P2,159,S0509,that 's ADJ - dd1,that 's total,total,A13:2,Degree: Maximizers
S7P2,235,S0509,that 's ADJ - dd1,that 's sad,sad,E4:1,Happy/sad: Happy
S7NV,154,S0530,that 's ADJ - dd1,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
S7NV,154,S0530,that 's ADJ - dd1,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
S7NV,223,S0529,that 's ADJ - dd1,that 's fucking,fucking,Z4,Discourse Bin
S7NV,351,S0529,that 's ADJ - dd1,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
S7NV,391,S0529,that 's ADJ - dd1,that 's horrible,horrible,O4:2,Judgement of appearance (pretty etc.)
S7NV,443,S0529,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
S7NV,522,S0529,that 's ADJ - dd1,that 's cute,cute,O4:2,Judgement of appearance (pretty etc.)
S7NV,533,S0530,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
S7NV,574,S0529,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
S7NV,608,S0529,that 's ADJ - dd1,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
S7NV,634,S0529,that 's ADJ - dd1,that 's double-crossing,double-crossing,Z99,Unmatched
S7NV,654,S0529,that 's ADJ - dd1,that 's amazing,amazing,O4:2,Judgement of appearance (pretty etc.)
S7NV,776,S0530,that 's ADJ - dd1,that 's crazy,crazy,B2,Health and disease
S7NV,942,S0530,that 's ADJ - dd1,that 's cool,cool,O4:6,Temperature     
S7NV,950,S0530,that 's ADJ - dd1,that 's cool,cool,O4:6,Temperature     
S7NV,981,S0529,that 's ADJ - dd1,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
S7NV,983,S0529,that 's ADJ - dd1,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
S7NV,1009,S0529,that 's ADJ - dd1,that 's cute,cute,O4:2,Judgement of appearance (pretty etc.)
S7NV,1029,S0529,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
STN8,68,S0417,that 's ADJ - dd1,that 's alright,alright,A5:1,Evaluation:- Good/bad
STN8,192,S0415,that 's ADJ - dd1,that 's ridiculous,ridiculous,S1:2:6,Sensible
STN8,292,S0415,that 's ADJ - dd1,that 's terrible,terrible,A5:1,Evaluation:- Good/bad
STN8,316,S0417,that 's ADJ - dd1,that 's good,good,A5:1,Evaluation:- Good/bad
STN8,322,S0416,that 's ADJ - dd1,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
STN8,565,S0411,that 's ADJ - dd1,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
STN8,575,S0415,that 's ADJ - dd1,that 's ridiculous,ridiculous,S1:2:6,Sensible
STN8,582,S0411,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
S49H,6,S0654,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
S49H,27,S0653,that 's ADJ - dd1,that 's great,great,A5:1,Evaluation:- Good/bad
S49H,77,S0653,that 's ADJ - dd1,that 's half-term,half-term,T1:3,Time: Period
S49H,109,S0654,that 's ADJ - dd1,that 's okay,okay,Z4,Discourse Bin
SKPB,58,S0323,that 's ADJ - dd1,that 's peelable,peelable,Z99,Unmatched
SKPB,201,S0320,that 's ADJ - dd1,that 's good,good,A5:1,Evaluation:- Good/bad
SKPB,237,S0320,that 's ADJ - dd1,that 's brilliant,brilliant,A5:1,Evaluation:- Good/bad
SKPB,280,S0320,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
SKPB,290,S0320,that 's ADJ - dd1,that 's good,good,A5:1,Evaluation:- Good/bad
SKPB,428,S0320,that 's ADJ - dd1,that 's amazing,amazing,O4:2,Judgement of appearance (pretty etc.)
SKPB,430,S0320,that 's ADJ - dd1,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
SKPB,558,S0320,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
SKPB,576,S0320,that 's ADJ - dd1,that 's clever,clever,X9:1,"Ability:- Ability, intelligence"
SKPB,639,S0323,that 's ADJ - dd1,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SKPB,663,S0323,that 's ADJ - dd1,that 's good,good,A5:1,Evaluation:- Good/bad
SKPB,671,S0323,that 's ADJ - dd1,that 's amazing,amazing,O4:2,Judgement of appearance (pretty etc.)
SKPB,802,S0320,that 's ADJ - dd1,that 's black,black,O4:3,Colour and colour patterns
SKPB,825,S0323,that 's ADJ - dd1,that 's fine,fine,A5:1,Evaluation:- Good/bad
SKPB,866,S0320,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
SKPB,872,S0320,that 's ADJ - dd1,that 's good,good,A5:1,Evaluation:- Good/bad
SKPB,898,S0320,that 's ADJ - dd1,that 's bad,bad,A5:1,Evaluation:- Good/bad
SKPB,904,S0320,that 's ADJ - dd1,that 's bad,bad,A5:1,Evaluation:- Good/bad
SKPB,924,S0320,that 's ADJ - dd1,that 's terrible,terrible,A5:1,Evaluation:- Good/bad
SVN6,29,S0426,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
SVN6,49,S0426,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
SVN6,57,S0426,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
SVN6,67,S0426,that 's ADJ - dd1,that 's alright,alright,A5:1,Evaluation:- Good/bad
SVN6,69,S0426,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
SVN6,73,S0426,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
SVN6,73,S0426,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
SVN6,79,S0426,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
SVN6,79,S0426,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
SVN6,87,S0426,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
SVN6,189,S0426,that 's ADJ - dd1,that 's alright,alright,A5:1,Evaluation:- Good/bad
SVN6,223,S0426,that 's ADJ - dd1,that 's fantastic,fantastic,A5:1,Evaluation:- Good/bad
SVN6,275,S0426,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
SVN6,286,S0427,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
SVN6,295,S0426,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
SVN6,297,S0426,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
SVN6,299,S0426,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
SVN6,301,S0426,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
SVN6,303,S0426,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
SVN6,305,S0426,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
SVN6,307,S0426,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
SVN6,309,S0426,that 's ADJ - dd1,that 's true,true,A5:2,Evaluation:- True/false
SVN6,331,S0426,that 's ADJ - dd1,that 's right,right,A5:3,Evaluation:- Accuracy
